"build_time_min","deploy_time_min","commit_size_loc","num_bugs","test_coverage_pct","ticket_resolution_h","team","module","priority","deploy_status"
26.41,13.96,148,4,70.85,58.37,"Beta","ui","baja","rolled_back"
41.33,9.86,170,2,43.45,49.02,"Alpha","database","media","success"
32.32,10.82,167,0,71.83,17.4,"Gamma","api","alta","success"
38.23,8.6,163,1,45.27,2.44,"Alpha","ui","media","success"
41.52,15.41,156,3,86.78,15.41,"Beta","api","media","success"
14.32,5.67,153,3,56.87,6.49,"Gamma","ui","baja","success"
29.8,17.33,131,2,72.98,1.9,"Alpha","core","media","success"
7.67,17.91,125,1,51.68,0.16,"Gamma","core","media","failed"
38.63,2.01,154,1,60.37,29.98,"Gamma","database","baja","success"
30.47,14.18,158,0,90.08,6.74,"Beta","database","baja","success"
33.4,17.01,149,0,60.84,2.87,"Alpha","core","critica","success"
15.19,13.53,157,2,83.93,19.69,"Beta","auth","media","success"
30.55,15.21,163,0,50.26,36.98,"Delta","core","baja","success"
21.68,15.69,147,2,95.02,8.83,"Delta","database","baja","success"
29.79,7.9,155,1,42.31,8.28,"Beta","database","baja","failed"
35.68,7.41,136,0,44.11,1.15,"Gamma","auth","alta","success"
40.72,10.1,133,3,48.44,4.33,"Alpha","api","alta","success"
24.44,1.62,141,0,84.32,54.94,"Alpha","database","baja","success"
8.38,13.9,139,2,46.92,61.15,"Delta","ui","baja","success"
13.23,19.18,157,1,78.76,11.1,"Gamma","database","alta","success"
7.35,15.04,161,1,96.69,43.13,"Beta","ui","alta","success"
11.83,3.7,159,0,78.66,2.94,"Delta","ui","alta","failed"
32.95,1.34,129,0,83.76,56.05,"Beta","core","baja","success"
28.78,10.42,143,1,84.17,42.89,"Delta","core","baja","success"
21.18,18.59,162,0,59.89,3.96,"Beta","api","critica","success"
29.09,18.4,165,1,43.93,3.17,"Beta","api","baja","success"
24.53,2.05,172,3,65.12,37.08,"Gamma","api","critica","success"
15.86,8.35,138,3,83.01,10.93,"Alpha","api","baja","success"
35.03,0.86,167,1,75.97,0.21,"Delta","auth","baja","success"
29.12,19.37,139,3,65.54,9.93,"Alpha","auth","baja","success"
35.18,16.69,126,0,69.98,44.54,"Delta","core","media","success"
9.28,0.64,159,2,73.82,10.33,"Alpha","ui","media","success"
18.74,1.77,172,1,78.38,14.44,"Alpha","core","media","success"
43.38,10.21,139,0,61.2,9.1,"Alpha","auth","critica","success"
17.91,8.52,163,1,41.94,6.69,"Beta","auth","media","success"
4.87,16.95,154,0,85.92,7.03,"Beta","auth","media","success"
24.53,2.24,141,0,60.44,32.89,"Gamma","database","baja","failed"
42.81,14.14,139,0,89.89,16.35,"Delta","database","baja","success"
38.74,1.21,154,0,42.07,2.49,"Beta","api","critica","success"
25.4,11.5,159,0,65.11,96.08,"Delta","auth","critica","success"
30.43,6.92,168,1,80.99,29.64,"Delta","auth","media","success"
23.27,16.51,154,2,76.07,17.76,"Alpha","auth","alta","success"
41.7,14.95,131,2,71.09,6.6,"Delta","ui","media","success"
5.5,13.97,126,0,96.96,43.74,"Beta","api","alta","success"
23.12,12.67,147,2,83.04,27.89,"Beta","database","alta","success"
35.53,11.43,153,1,41.01,7.51,"Gamma","database","baja","success"
39.34,5.58,146,1,51.35,11.46,"Alpha","ui","baja","success"
40.72,1.21,197,2,72.1,43.77,"Gamma","ui","baja","success"
36.8,10.13,137,4,73.68,14.96,"Alpha","auth","media","success"
8.19,16.76,132,2,97.7,43.32,"Gamma","ui","baja","success"
33.24,9.48,145,0,62.54,8.64,"Alpha","auth","critica","success"
34.54,14.29,152,2,60.69,16.66,"Beta","auth","critica","success"
30.25,10.07,131,1,74.48,27.75,"Delta","core","media","success"
41,9.36,144,1,52.43,29.5,"Gamma","core","media","success"
18.46,6.89,168,2,57.45,3.29,"Beta","database","baja","success"
43.13,1.23,144,1,74.95,29.44,"Delta","auth","media","success"
21.36,13,151,1,84.87,28.54,"Alpha","ui","baja","success"
9.98,12.05,130,1,51.97,29.67,"Gamma","auth","media","success"
27.2,3.22,145,1,52.61,70.68,"Gamma","core","critica","success"
8.26,7.31,164,1,43,50.13,"Gamma","core","media","success"
24.1,13.12,153,3,82.22,4.68,"Delta","database","alta","success"
19.46,13.11,151,0,58.5,20.78,"Gamma","auth","media","success"
37.48,7.66,140,1,79.64,0.93,"Delta","core","alta","success"
25.99,7.31,159,0,40.61,60.05,"Gamma","ui","media","success"
21.36,7.69,124,1,85.15,27.99,"Alpha","core","media","success"
9.87,18.43,159,2,50.66,1.74,"Beta","auth","baja","success"
22.03,15.32,147,0,65.51,49.72,"Gamma","api","alta","success"
11.61,3.31,150,1,78.67,34.45,"Alpha","ui","alta","success"
15.16,7.02,150,1,63.64,16.8,"Delta","api","media","success"
39.21,5.27,142,1,86.27,136.36,"Delta","auth","media","failed"
20.86,3.66,154,1,92.66,3.85,"Alpha","database","baja","success"
20.38,19.47,143,0,69.93,0.74,"Gamma","ui","media","success"
22.06,2.73,136,2,44.36,15.14,"Delta","auth","media","failed"
37.75,1.88,149,1,67.93,19.09,"Gamma","api","media","success"
1.95,15.09,160,0,98.06,41.26,"Gamma","ui","baja","success"
14.95,3.12,146,4,67.82,10.17,"Gamma","auth","critica","success"
5.25,0.69,164,0,86.59,17.95,"Gamma","database","media","success"
37.3,17.2,154,3,82.19,2.51,"Beta","api","media","success"
21.99,7.1,147,1,89.84,4.45,"Gamma","ui","alta","success"
24.66,10.07,158,0,43.74,7.73,"Alpha","database","media","success"
18.7,11.65,142,2,82.84,24.23,"Beta","ui","media","success"
21.27,2.7,131,0,62.22,21.27,"Gamma","core","baja","success"
6.5,2.15,156,1,54.49,9.35,"Delta","core","alta","success"
2.85,17.41,143,3,88.15,6.36,"Beta","api","critica","success"
2.51,10.3,145,1,78.38,11.92,"Alpha","auth","baja","success"
4.87,10.11,134,1,57.28,8.71,"Delta","database","baja","success"
17.23,15.1,134,1,63.15,4.07,"Gamma","core","alta","failed"
34.62,3.87,149,0,48.1,11.89,"Beta","api","baja","success"
33.83,1.16,137,1,77.81,33.75,"Delta","api","baja","success"
5.75,11.92,139,0,73.96,82.56,"Gamma","api","media","success"
43.34,4.16,128,0,45.99,140.62,"Gamma","auth","alta","success"
7.73,4.25,163,1,80.35,0.15,"Alpha","ui","baja","failed"
22.58,19.24,158,1,52.7,3.55,"Alpha","ui","alta","failed"
26.07,3.66,168,0,76.89,7.27,"Beta","ui","media","success"
42.06,5.5,164,1,58.75,25.34,"Alpha","auth","baja","success"
37.17,11.95,148,0,84.01,0.03,"Delta","auth","baja","rolled_back"
24.69,3.76,142,2,59.98,0.15,"Gamma","database","baja","success"
18.22,13.06,164,2,49.02,16.99,"Gamma","ui","media","success"
25.25,4.31,149,0,75.18,20.42,"Beta","api","media","failed"
36.16,10.88,143,2,88.49,4.33,"Beta","core","media","success"
28.79,6.97,139,0,49,7.55,"Beta","auth","baja","success"
6.02,11.74,154,2,85.28,51.55,"Gamma","ui","media","success"
9.85,11.69,150,0,94.62,50.83,"Gamma","auth","alta","success"
38.13,5.91,125,1,76.56,0.76,"Beta","api","baja","success"
22.35,5.2,184,0,77.38,22.61,"Delta","database","media","rolled_back"
35.31,18.12,144,0,81.53,0.42,"Gamma","api","media","success"
37.09,11.81,145,0,47.8,19.68,"Beta","ui","baja","success"
14.42,9.96,173,1,44.25,12.16,"Delta","auth","baja","failed"
11.36,15.29,168,2,45.84,18.95,"Beta","auth","baja","failed"
28.49,1.36,153,2,98.5,90.5,"Alpha","ui","baja","success"
17.76,12.82,159,0,81.82,4.67,"Beta","ui","media","success"
40.04,12.68,161,1,55.84,1.68,"Gamma","auth","alta","success"
6.96,15.58,163,2,97.85,54.15,"Beta","core","baja","success"
8.37,8.28,141,4,92.65,16.68,"Delta","database","baja","success"
29.27,4.63,151,2,87.3,81.65,"Gamma","ui","baja","success"
9.6,13.04,168,0,93.37,2.9,"Alpha","database","critica","success"
30.41,9.3,141,2,76.83,87.97,"Alpha","ui","media","success"
23.77,11.4,170,2,45.11,25.73,"Gamma","api","media","success"
33.76,15.06,168,1,65.81,11.29,"Gamma","ui","alta","success"
16.14,3.19,183,0,59.27,4.13,"Alpha","ui","critica","success"
6.34,10.68,162,0,45.97,72.7,"Alpha","auth","baja","success"
19,2.96,184,5,69.29,0.57,"Gamma","core","media","success"
25.11,11.89,149,1,60.14,70.28,"Alpha","database","baja","success"
33.7,4.55,157,0,50.89,14.17,"Gamma","database","critica","success"
9.01,10.65,154,1,53.15,8.72,"Alpha","core","baja","success"
27.01,17.2,156,0,78.34,11.47,"Gamma","core","baja","success"
23.24,11.67,132,1,63.25,1.9,"Alpha","ui","baja","rolled_back"
42.23,13.69,157,0,66.96,0.66,"Gamma","api","alta","success"
41.1,10.06,163,4,74.77,44.43,"Delta","ui","baja","success"
8.15,19.15,169,1,57.39,22.64,"Delta","core","alta","success"
14.87,3.15,160,1,64.37,64.93,"Delta","ui","media","success"
31.88,8.59,162,0,53.34,48.07,"Beta","api","critica","success"
34.7,11.6,144,1,83.26,18.79,"Delta","api","media","failed"
23.68,12.77,140,0,88.69,4.87,"Delta","core","baja","failed"
11.36,6.83,170,1,79.5,29.69,"Beta","ui","baja","rolled_back"
8.71,16.94,124,1,77.99,31.36,"Delta","api","critica","success"
15.25,18.53,159,3,58.08,5.75,"Beta","core","media","success"
3.45,18.05,176,1,46.41,34.81,"Delta","auth","baja","success"
30.63,6.31,136,0,48.45,38.42,"Gamma","core","baja","success"
33.96,11.07,133,1,97.11,25.02,"Beta","auth","baja","success"
12.31,11.43,179,0,64.72,0.8,"Delta","database","alta","success"
21.81,16.62,157,0,92.22,22.7,"Delta","core","baja","success"
3.43,0.97,156,1,82.56,27.16,"Gamma","database","media","success"
5.77,11.68,145,0,69.71,7.16,"Beta","core","baja","success"
40.52,5.47,140,3,69.97,25.91,"Delta","core","media","success"
28.26,13.97,137,1,98.53,34.26,"Alpha","core","baja","success"
29.37,4.47,129,1,57.28,17.51,"Delta","core","baja","success"
21.55,3.98,158,3,47.58,53.79,"Beta","ui","media","success"
13.67,17.87,156,0,67.59,40.92,"Alpha","ui","media","success"
42.61,9.5,137,1,43.03,0.77,"Alpha","ui","alta","failed"
2.5,9.08,142,1,83.72,0.69,"Beta","database","media","success"
9.21,11.95,147,0,40.37,38.06,"Gamma","auth","baja","success"
43.76,11.37,163,1,69.31,15.32,"Alpha","ui","critica","rolled_back"
36.29,12.65,146,2,55.55,11,"Delta","api","media","success"
44.98,12.55,162,1,62.64,9.65,"Beta","api","baja","rolled_back"
12.84,3.37,137,2,56.93,52.8,"Delta","core","critica","success"
26.82,6.3,152,1,61.5,12.91,"Beta","auth","alta","success"
4.64,15.41,150,1,89.06,3.36,"Delta","auth","alta","success"
36.4,12.55,135,0,87.23,7.32,"Gamma","auth","alta","failed"
39.8,13.25,149,2,93.78,48.23,"Alpha","api","media","success"
40.2,18.71,174,1,78.1,8.35,"Delta","auth","media","success"
1.99,12.37,164,0,73.8,3.9,"Gamma","auth","media","success"
12,14.76,139,0,53.69,16.16,"Beta","core","media","success"
27.92,3.73,153,3,64.2,49.05,"Delta","database","media","success"
17.28,15.37,149,2,80.9,42.22,"Alpha","core","media","success"
32.35,15.76,134,0,58.09,23.18,"Alpha","api","baja","success"
3.33,4.44,170,2,54.87,18.37,"Delta","database","baja","success"
30.09,8.47,170,2,89.07,24.72,"Gamma","auth","baja","rolled_back"
11.53,11.64,172,1,95.14,1.09,"Delta","core","baja","success"
13.37,10,157,0,53.83,21.29,"Gamma","api","alta","success"
33.39,12.5,172,3,81,1.46,"Delta","ui","media","success"
9.25,5.78,136,3,66.09,35.96,"Gamma","auth","baja","success"
18.28,5.5,157,2,42.76,10.39,"Gamma","database","media","success"
31.27,15.78,138,1,57.45,41.44,"Beta","api","critica","success"
19.56,11.16,155,0,82.35,25.28,"Beta","core","media","success"
25.08,3.75,159,0,58.15,24.71,"Gamma","api","media","success"
21.3,19.53,147,0,73.17,1.75,"Gamma","ui","media","success"
7.03,10.03,124,1,68.55,27.97,"Beta","database","baja","failed"
2.86,3.72,140,2,66.47,29.39,"Beta","auth","alta","success"
8.71,4.66,162,1,74.28,15.01,"Beta","database","baja","failed"
36.25,14.34,178,0,91.68,9.01,"Delta","database","critica","failed"
7.69,2.47,143,1,78.85,7.9,"Gamma","auth","baja","success"
4.74,3.26,157,2,73.83,4.58,"Delta","api","baja","success"
2.74,8.49,155,0,55.13,27.88,"Alpha","database","baja","success"
19.66,12.93,164,4,70.53,5.91,"Delta","ui","baja","success"
38.65,0.97,155,3,44.54,35.88,"Beta","auth","media","failed"
15.88,3.4,160,1,46.91,21.15,"Delta","api","baja","rolled_back"
20.83,5.52,141,1,97.94,3.44,"Gamma","database","media","success"
19.49,14.59,146,2,97.96,9.57,"Alpha","core","baja","rolled_back"
16.8,8.91,139,0,84.43,35.03,"Delta","core","baja","success"
41.86,2.5,163,3,40.02,24.77,"Delta","api","baja","success"
41.96,7.98,160,2,90.15,11.82,"Alpha","auth","alta","success"
13.69,10.41,160,0,79.27,40.35,"Beta","auth","media","success"
33.22,10.63,154,1,50.63,0.4,"Gamma","auth","alta","success"
10.93,18.25,151,0,59.01,61.57,"Beta","auth","alta","success"
42.4,3.86,164,2,47.33,3.83,"Beta","ui","baja","success"
4.3,8.53,163,2,75.57,9.62,"Alpha","auth","baja","success"
44.51,8.62,159,2,74.98,11.25,"Gamma","auth","baja","success"
10.64,9.42,161,0,90.75,6.72,"Alpha","ui","media","success"
15.36,1.2,155,0,50.15,25.89,"Alpha","auth","media","success"
6.8,18.44,131,0,58.38,0.15,"Gamma","ui","baja","success"
26.91,15.18,145,2,85.35,0.23,"Beta","api","baja","success"
30.14,19.59,158,0,57.22,5.24,"Gamma","database","alta","rolled_back"
44.83,17.76,126,0,83.85,35.18,"Delta","api","media","success"
9.94,19.87,128,1,71.56,54.45,"Alpha","ui","media","success"
37.02,7.82,158,1,91.99,0.17,"Gamma","ui","baja","success"
28.45,7.27,130,1,99.86,5.6,"Beta","api","baja","success"
44.37,15.67,149,1,68.09,3.6,"Gamma","database","media","success"
20.72,3.34,141,4,56.86,59.03,"Delta","api","baja","success"
33,10.31,141,1,60.94,47.58,"Delta","database","alta","success"
4.8,14.98,146,1,51.84,25.82,"Beta","api","baja","success"
28.92,4.43,156,1,45.16,9.53,"Gamma","database","media","success"
10.83,13.53,131,1,45.9,20.79,"Beta","database","media","success"
41.48,9.15,131,2,72.75,2.02,"Delta","auth","critica","success"
36.82,18.06,156,0,42.47,9.15,"Gamma","api","baja","success"
38.74,6.22,136,0,99.13,32.52,"Alpha","api","alta","success"
37.03,11.41,133,1,98.75,64.11,"Beta","database","alta","success"
19.64,1.06,138,0,66.25,27.89,"Delta","core","media","failed"
44.02,11.5,143,3,70.77,57.22,"Alpha","auth","media","success"
23.22,11.65,145,1,57.74,5.42,"Beta","ui","media","success"
23.19,18.73,154,1,73.69,2.7,"Beta","ui","baja","failed"
16.44,13.64,154,1,44.26,2.8,"Alpha","auth","baja","success"
4.43,11.5,160,0,54.24,27.87,"Gamma","api","baja","success"
40.97,3.81,161,3,66.01,8.55,"Alpha","ui","media","failed"
11.12,15.17,151,1,41.85,7.87,"Gamma","auth","critica","success"
14.45,6.43,129,1,42.66,14.1,"Alpha","ui","baja","failed"
30.15,13.88,176,0,48.12,9.91,"Alpha","ui","media","success"
26.15,2.88,136,3,85.88,12.75,"Beta","core","media","success"
43.75,9.9,123,0,96.19,5.32,"Alpha","core","media","success"
6.06,2.19,157,0,72.81,11.86,"Gamma","database","baja","success"
25.16,6.28,145,0,51.33,16.38,"Beta","ui","media","success"
41.32,3.03,160,1,99.87,49.18,"Alpha","ui","baja","success"
39.47,7.67,164,0,87.23,29.93,"Delta","api","media","success"
40.85,9.69,147,1,77.01,4,"Gamma","database","alta","success"
35.38,1,161,2,88.92,97.93,"Delta","auth","media","success"
8.77,9.02,160,0,87.46,11.1,"Beta","auth","baja","success"
6.78,18.04,149,0,70.96,22.19,"Gamma","database","baja","success"
6.65,4.91,148,3,99.7,8.81,"Beta","ui","alta","failed"
20.29,1.58,136,1,93.56,33.45,"Gamma","api","baja","success"
35.32,6.64,160,0,52.29,44.79,"Gamma","auth","baja","rolled_back"
40.83,5.91,143,3,56.89,13.23,"Gamma","api","baja","success"
20.05,9.73,160,2,58.77,83.84,"Gamma","ui","alta","success"
36.71,7.43,150,1,82.01,45,"Beta","ui","alta","success"
21.87,13.58,156,2,47.57,13.52,"Delta","auth","critica","success"
31.02,17.78,140,1,45.88,31.28,"Alpha","api","baja","success"
34.5,8.61,150,4,53.23,17.68,"Alpha","api","baja","success"
31.23,10.7,157,1,59.22,23.78,"Beta","ui","critica","success"
38.37,7.09,137,2,68.21,0.2,"Gamma","database","critica","failed"
15.05,16.64,132,1,67.28,32.13,"Gamma","auth","alta","success"
9.45,3.7,136,1,50.39,15.72,"Alpha","auth","media","success"
5.57,7.99,147,0,88.58,33.36,"Delta","api","baja","success"
2.14,13.73,126,0,68.06,32.42,"Gamma","api","media","success"
40.75,19.08,147,3,73.08,3.28,"Alpha","ui","media","success"
36.13,5,152,1,81.79,8.91,"Alpha","ui","media","success"
4.88,13.89,160,3,94.34,32.75,"Alpha","api","critica","success"
5.93,2.18,172,1,94.22,116.63,"Beta","core","baja","success"
9.06,14.3,156,1,87.58,68.34,"Gamma","auth","media","success"
24.5,18.56,143,2,40.57,28.09,"Alpha","core","media","failed"
33.49,16.29,135,0,66.35,71.33,"Alpha","database","baja","success"
6.64,3.91,174,3,46.44,5.87,"Alpha","auth","baja","success"
6,1.85,140,3,79.82,58.52,"Alpha","core","media","success"
25.52,11.29,168,0,82.17,31.36,"Delta","core","critica","success"
14.14,10.17,130,2,98.08,43.87,"Alpha","core","media","success"
20.66,16.62,153,1,99.6,19.43,"Beta","auth","alta","success"
6.65,11.91,149,1,44.02,11.25,"Beta","database","media","success"
41.59,13.69,138,0,47.31,70.46,"Delta","api","media","rolled_back"
33.37,4.82,166,4,85.34,100.87,"Gamma","api","media","success"
21.58,6.78,160,2,49.58,7.27,"Gamma","ui","baja","failed"
30.75,10.34,144,0,59.27,6.82,"Delta","core","media","failed"
14.05,18.9,161,1,96.32,42.54,"Alpha","ui","media","success"
30.36,5.09,151,2,42.95,72.27,"Delta","core","baja","failed"
17.82,5.77,139,2,44.4,6.17,"Gamma","auth","alta","success"
30.69,11.95,159,0,43.01,14.87,"Delta","database","alta","success"
19.45,1.89,138,1,94,12.13,"Beta","core","alta","success"
32.44,1.22,153,1,46.03,1.3,"Delta","ui","alta","success"
13.73,14.96,141,3,46.45,12.9,"Alpha","auth","media","success"
33.63,12.43,152,1,54.64,0.9,"Gamma","api","media","success"
26.51,15.18,144,0,40.74,77.39,"Alpha","api","media","success"
2.57,5.61,157,2,81.42,38.32,"Alpha","ui","media","failed"
17.28,16.2,142,2,56.71,25.75,"Alpha","api","baja","success"
20.68,16.61,154,1,57.88,5.9,"Beta","core","baja","success"
19.05,4.11,146,4,95.44,14.28,"Beta","ui","baja","success"
25.2,0.97,155,1,96.88,4.56,"Alpha","database","media","success"
39.05,7.12,164,2,71.57,7.62,"Beta","api","media","success"
34.81,10.58,152,0,79.49,35.19,"Gamma","core","baja","failed"
4.35,19.9,173,1,68.53,82.45,"Delta","core","alta","success"
6.61,8.55,145,1,91.35,30.09,"Alpha","ui","alta","success"
14.98,8.39,124,1,77.93,16.17,"Delta","api","baja","success"
14.93,16.62,151,2,85.2,36.42,"Delta","database","baja","failed"
33.36,16.84,167,1,66.58,0.59,"Gamma","auth","media","success"
7.65,1.61,157,2,87.42,1.01,"Beta","api","baja","success"
44.02,9.44,124,1,99.35,10.36,"Alpha","database","baja","success"
38.68,6.19,124,1,79.54,57.27,"Beta","ui","media","success"
26.9,6.55,156,1,85.49,1.14,"Gamma","database","critica","success"
40.63,15.35,156,1,71.74,7.23,"Alpha","api","media","success"
1.91,0.78,149,3,77.11,22.88,"Beta","auth","critica","success"
35.63,14.74,132,0,71.59,11.37,"Gamma","database","baja","success"
40.99,3,148,1,48.26,9.43,"Alpha","auth","alta","success"
6.32,12.96,135,1,74.1,19.06,"Alpha","auth","baja","success"
21.76,1.38,157,1,61.47,52.42,"Gamma","api","critica","success"
30.83,12.46,164,2,53.07,23.33,"Delta","auth","media","success"
21.75,2.86,131,2,45.43,30.03,"Gamma","api","media","success"
39.56,1.43,162,0,70.96,14.17,"Gamma","ui","media","success"
18.95,14.55,137,3,53.25,36.32,"Beta","core","baja","success"
26.15,16.15,147,2,73.02,27.17,"Alpha","database","media","success"
29.94,15.44,156,2,53.96,60.61,"Alpha","database","media","success"
13.93,11.92,151,4,45.42,15.98,"Gamma","ui","baja","success"
40.3,9.84,145,0,50.27,3.26,"Gamma","database","baja","success"
7.53,1.18,160,2,86.98,48.14,"Beta","database","alta","success"
25.74,5.18,163,1,53.05,4.6,"Delta","api","media","success"
12.5,8.91,163,0,55.07,5.75,"Beta","core","baja","success"
4.7,13.83,140,1,66.13,13.57,"Alpha","auth","media","success"
34.68,16.68,163,3,94.17,18.88,"Alpha","database","alta","success"
27.88,3.58,160,0,90.85,4.96,"Gamma","database","alta","success"
15.99,15.3,161,1,65.82,8.88,"Beta","auth","alta","success"
41.07,8.93,155,1,95.56,39.92,"Delta","core","media","success"
27.17,5.65,148,1,94.76,11.09,"Gamma","database","critica","success"
42.67,8.71,139,1,62.29,7.51,"Gamma","api","media","success"
40.75,16.45,141,1,93.08,61.65,"Alpha","ui","baja","success"
18.33,19.17,145,0,96.23,0.85,"Delta","database","baja","success"
32.75,7.24,178,0,96.03,2.6,"Alpha","ui","alta","failed"
37.49,16.47,156,1,92.57,42.29,"Alpha","database","alta","success"
41.25,13.15,163,0,42.24,8.3,"Beta","ui","baja","success"
7.18,4.46,148,0,95.73,57.32,"Beta","api","baja","success"
3.43,16.56,169,3,75.04,8.48,"Delta","database","baja","success"
44.49,14.89,150,1,93.57,41.9,"Gamma","core","baja","success"
18.44,13.21,149,1,78.81,7.59,"Beta","api","media","success"
32.43,4.85,138,0,74.45,1.78,"Delta","ui","baja","success"
24.38,5.51,150,0,54.15,31.33,"Delta","database","baja","success"
18.33,8.24,185,0,40.48,56.8,"Delta","ui","baja","success"
32.76,15.98,156,0,61.97,43.4,"Beta","api","alta","success"
39.79,14.71,151,0,77.89,75.19,"Beta","ui","alta","success"
6.77,18.64,160,3,53.82,4.41,"Gamma","auth","baja","success"
17.47,0.67,137,0,48.4,15.3,"Alpha","auth","media","success"
35.86,3.94,162,0,73.42,42.88,"Alpha","api","media","success"
10.88,12.57,127,2,68.95,75.05,"Delta","core","baja","failed"
28.5,8.84,159,0,62.01,15.1,"Gamma","ui","media","success"
17.93,6.3,154,1,91.22,54.46,"Gamma","database","baja","success"
27.78,16.92,131,1,49.1,21.12,"Delta","auth","critica","success"
26.06,5.4,150,1,74.04,8.88,"Beta","auth","baja","success"
31.71,4.34,149,1,46.41,1.32,"Beta","auth","media","success"
36.92,1.18,132,2,77.08,9.92,"Alpha","ui","baja","success"
21.24,1.33,173,0,99.75,20.32,"Beta","ui","media","success"
17.59,11.21,163,1,91.98,29.39,"Gamma","auth","media","success"
37.29,6.55,155,0,86.44,76.96,"Gamma","core","baja","success"
23.8,3.92,146,1,54.15,52.55,"Beta","ui","alta","success"
33.76,17.21,143,0,53.61,11.76,"Gamma","api","alta","success"
38.45,19.07,125,0,98.2,3.99,"Delta","ui","critica","success"
20.65,2.19,172,0,56.47,4.53,"Alpha","api","baja","success"
19.16,12.49,140,2,60.28,11.95,"Delta","api","baja","success"
38.51,8.34,150,0,75.16,38.18,"Alpha","core","baja","success"
33.13,3.81,150,3,61.63,49.44,"Alpha","api","media","failed"
28.26,16.72,135,2,83.64,2.42,"Delta","core","baja","failed"
31.95,13.52,154,2,65.58,3.03,"Beta","database","critica","success"
34.05,10.61,143,2,90.56,30.47,"Delta","database","media","success"
12.89,10.77,157,1,89.02,0.82,"Beta","auth","media","success"
13.51,14.44,141,1,73.21,46.6,"Beta","api","media","success"
10.18,17.4,147,2,90.59,35.54,"Beta","auth","baja","success"
42.52,18.98,149,0,81.17,14.71,"Alpha","database","media","success"
13.29,17.96,170,0,63.33,10.79,"Alpha","ui","baja","failed"
23.18,16.41,140,3,88.25,19.85,"Delta","api","baja","success"
3.1,3.47,133,0,80.05,20.66,"Gamma","ui","media","success"
36.38,14.59,154,1,53.53,28.24,"Beta","ui","media","success"
19.13,13.06,151,1,90.18,9.99,"Alpha","auth","baja","success"
21.52,13.92,173,0,66.84,18.19,"Delta","database","media","success"
42.01,4.11,157,4,64.73,7.34,"Delta","core","critica","success"
18.46,2.91,135,3,58.04,42.41,"Alpha","ui","media","success"
33.94,11.56,144,0,70.39,19.95,"Gamma","api","media","success"
35.59,16.09,178,2,89.68,3.07,"Delta","ui","media","success"
10.52,16.92,145,0,60.24,23.09,"Delta","core","alta","success"
3.96,14.27,139,2,77.16,43.62,"Alpha","database","baja","success"
15.92,17.8,140,1,81,12.75,"Beta","database","alta","success"
31.25,13.31,166,0,49.07,88.38,"Beta","core","media","success"
34.9,3.41,137,1,57.8,11.03,"Gamma","auth","media","success"
29.91,10.69,167,2,85.54,0.14,"Gamma","auth","baja","success"
42.12,5.89,160,1,95.93,63.23,"Alpha","auth","baja","success"
1.65,2.49,151,0,50.11,31.9,"Beta","database","media","failed"
17.96,1.1,153,1,65.02,4.44,"Alpha","database","alta","success"
29.5,11.44,146,1,68.11,30.42,"Beta","core","media","rolled_back"
5.81,15.22,151,1,66.36,11.82,"Gamma","database","baja","success"
2.16,17.96,156,1,61.13,34.27,"Alpha","auth","media","rolled_back"
7.96,15.36,148,1,89.33,0.99,"Alpha","database","baja","success"
33.92,5.77,138,2,55.68,8.12,"Alpha","core","baja","success"
38.59,14.75,137,1,98.8,21.18,"Delta","core","media","success"
15.64,1.2,162,1,80.74,38.23,"Delta","database","media","success"
13.1,12.46,147,0,79.44,65.71,"Gamma","auth","alta","success"
12.09,19.36,163,0,73.93,161.3,"Beta","auth","critica","failed"
43.1,12.63,144,0,98.88,74.08,"Alpha","core","baja","success"
23.13,6.08,169,0,71.44,15.26,"Alpha","ui","alta","success"
31.71,7.03,140,1,60.52,20.88,"Alpha","auth","baja","success"
41.31,17.52,142,0,54.67,1.84,"Alpha","api","baja","success"
27.99,4.96,158,1,81.33,6.83,"Gamma","database","baja","success"
12.92,14.81,159,4,49.52,7.1,"Alpha","core","media","success"
41.47,7.73,163,1,69.36,16.92,"Delta","database","media","success"
32.46,19.05,144,1,80.51,11.18,"Beta","database","critica","success"
3.41,19.8,155,3,99.21,1.91,"Gamma","api","alta","success"
29.06,9.92,157,1,84.09,0.25,"Gamma","core","media","success"
38.59,12.44,140,2,63.4,9.01,"Gamma","api","media","success"
6.68,7.95,136,1,84.15,73.74,"Alpha","database","media","success"
42.91,7.74,128,2,99.8,45.31,"Gamma","api","media","success"
3.28,19.19,160,1,84.1,3.84,"Alpha","ui","alta","success"
8.92,12.6,128,0,80.29,13.39,"Beta","api","baja","success"
2.51,19.7,151,1,65.97,33.34,"Gamma","auth","media","success"
18.46,6.93,144,0,71.11,57.55,"Delta","auth","baja","success"
32.35,12.69,139,0,44,3.1,"Delta","api","media","success"
30.03,18.09,149,3,59.32,4.69,"Gamma","core","critica","success"
22.65,11.56,137,1,41.26,161.83,"Alpha","ui","media","failed"
5.01,16.16,167,3,54.32,50.5,"Alpha","api","baja","success"
43.6,15.54,149,2,58.75,29.83,"Beta","auth","baja","success"
25.87,0.98,151,0,69.46,36.63,"Beta","auth","baja","success"
32.69,5.39,166,0,72.86,0.06,"Alpha","api","media","success"
13.83,5.92,158,2,57.87,1.37,"Delta","core","baja","success"
